class	time_point	avg_expression
ENSG00000100422.13	variable	variable	21.9775
ENSG00000162086.14	variable	variable	21.995
ENSG00000085832.16	variable	variable	21.9988
ENSG00000007255.10	variable	variable	22.0125
ENSG00000166037.10	variable	variable	22.015
ENSG00000113369.8	variable	variable	22.0167
ENSG00000135317.12	variable	variable	22.0187
ENSG00000165782.10	variable	variable	22.0375
ENSG00000178802.17	variable	variable	22.0387
ENSG00000177706.8	variable	variable	22.0446
ENSG00000005100.12	variable	variable	22.0487
ENSG00000173171.14	variable	variable	22.0538
ENSG00000081307.12	variable	variable	22.0808
ENSG00000161847.13	variable	variable	22.1029
ENSG00000053371.12	variable	variable	22.1258
ENSG00000182534.13	variable	variable	22.1267
ENSG00000183077.15	variable	variable	22.1312
ENSG00000105643.9	variable	variable	22.1346
ENSG00000011295.15	variable	variable	22.1513
ENSG00000172939.8	variable	variable	22.1537
ENSG00000123130.16	variable	variable	22.1575
ENSG00000032444.15	variable	variable	22.1621
ENSG00000141867.17	variable	variable	22.1725
ENSG00000132842.13	variable	variable	22.1979
ENSG00000144566.10	variable	variable	22.2008
ENSG00000183765.20	variable	variable	22.24
ENSG00000127511.9	variable	variable	22.2783
ENSG00000102699.5	variable	variable	22.3171
ENSG00000170801.9	variable	variable	22.3171
ENSG00000129968.15	variable	variable	22.3979
ENSG00000130749.9	variable	variable	22.4112
ENSG00000197142.10	variable	variable	22.4129
ENSG00000142303.13	variable	variable	22.4267
ENSG00000166128.12	variable	variable	22.4267
ENSG00000121716.18	variable	variable	22.4292
ENSG00000021776.10	variable	variable	22.4296
ENSG00000137168.7	variable	variable	22.4433
ENSG00000280789.1	variable	variable	22.4896
ENSG00000166669.13	variable	variable	22.4996
ENSG00000120913.23	variable	variable	22.5021
ENSG00000203880.11	variable	variable	22.5171
ENSG00000010404.17	variable	variable	22.5279
ENSG00000123159.15	variable	variable	22.5525
ENSG00000072736.18	variable	variable	22.6063
ENSG00000132718.8	variable	variable	22.6071
ENSG00000014138.8	variable	variable	22.6121
ENSG00000127084.17	variable	variable	22.6121
ENSG00000135297.15	variable	variable	22.6396
ENSG00000181026.14	variable	variable	22.6683
ENSG00000167962.12	variable	variable	22.67
ENSG00000170473.16	variable	variable	22.7288
ENSG00000174807.3	variable	variable	22.7421
ENSG00000071537.13	variable	variable	22.7479
ENSG00000116857.16	variable	variable	22.7558
ENSG00000146083.11	variable	variable	22.7662
ENSG00000272333.5	variable	variable	22.7688
ENSG00000138031.14	variable	variable	22.7904
ENSG00000059378.12	variable	variable	22.7946
ENSG00000169375.15	variable	variable	22.8579
ENSG00000107331.16	variable	variable	22.9225
ENSG00000141127.14	variable	variable	22.9321
ENSG00000033327.12	variable	variable	22.9342
ENSG00000157514.16	variable	variable	22.965
ENSG00000168872.16	variable	variable	22.9654
ENSG00000149196.15	variable	variable	22.9704
ENSG00000064313.11	variable	variable	22.9942
ENSG00000136840.18	variable	variable	23.0517
ENSG00000165915.13	variable	variable	23.0921
ENSG00000103353.15	variable	variable	23.1246
ENSG00000086189.9	variable	variable	23.15
ENSG00000112242.14	variable	variable	23.1704
ENSG00000083642.18	variable	variable	23.1892
ENSG00000075188.8	variable	variable	23.2062
ENSG00000198793.12	variable	variable	23.2067
ENSG00000105849.5	variable	variable	23.21
ENSG00000140564.10	variable	variable	23.2525
ENSG00000120837.7	variable	variable	23.2558
ENSG00000124784.8	variable	variable	23.2667
ENSG00000117394.19	variable	variable	23.2679
ENSG00000171163.15	variable	variable	23.2679
ENSG00000183337.16	variable	variable	23.2925
ENSG00000033178.12	variable	variable	23.2971
ENSG00000140474.12	variable	variable	23.3054
ENSG00000171492.14	variable	variable	23.3067
ENSG00000244187.7	variable	variable	23.3104
ENSG00000170365.9	variable	variable	23.3392
ENSG00000198917.11	variable	variable	23.3417
ENSG00000141985.9	variable	variable	23.3438
ENSG00000159314.11	variable	variable	23.3438
ENSG00000148803.11	variable	variable	23.3917
ENSG00000138594.12	variable	variable	23.3933
ENSG00000108389.9	variable	variable	23.425
ENSG00000132600.16	variable	variable	23.4267
ENSG00000168575.9	variable	variable	23.4325
ENSG00000181817.5	variable	variable	23.4762
ENSG00000156504.16	variable	variable	23.4975
ENSG00000172578.11	variable	variable	23.5158
ENSG00000099864.17	variable	variable	23.5508
ENSG00000131148.8	variable	variable	23.5621
ENSG00000158769.17	variable	variable	23.5692
ENSG00000137404.14	variable	variable	23.5996
ENSG00000105447.12	variable	variable	23.6538
ENSG00000153140.8	variable	variable	23.6837
ENSG00000197081.12	variable	variable	23.6971
ENSG00000106799.12	variable	variable	23.7567
ENSG00000148634.15	variable	variable	23.7658
ENSG00000130560.8	variable	variable	23.7862
ENSG00000120910.14	variable	variable	23.8262
ENSG00000168393.12	variable	variable	23.8467
ENSG00000276293.4	variable	variable	23.8483
ENSG00000104814.12	variable	variable	23.8642
ENSG00000048544.5	variable	variable	23.8692
ENSG00000088992.17	variable	variable	23.8863
ENSG00000128944.13	variable	variable	23.8871
ENSG00000129484.13	variable	variable	23.9242
ENSG00000170619.9	variable	variable	23.9258
ENSG00000170638.9	variable	variable	23.9333
ENSG00000034677.11	variable	variable	23.9467
ENSG00000161267.11	variable	variable	23.9583
ENSG00000033867.16	variable	variable	23.9767
ENSG00000183605.16	variable	variable	23.9938
ENSG00000088682.13	variable	variable	24.0012
ENSG00000132661.3	variable	variable	24.0021
ENSG00000074266.17	variable	variable	24.0025
ENSG00000148824.18	variable	variable	24.0183
ENSG00000158042.8	variable	variable	24.0275
ENSG00000136875.12	variable	variable	24.0283
ENSG00000128309.16	variable	variable	24.0371
ENSG00000102606.17	variable	variable	24.0496
ENSG00000084774.13	variable	variable	24.065
ENSG00000006015.17	variable	variable	24.0996
ENSG00000053254.15	variable	variable	24.1371
ENSG00000145868.16	variable	variable	24.1521
ENSG00000150776.17	variable	variable	24.1696
ENSG00000143434.15	variable	variable	24.1779
ENSG00000198887.8	variable	variable	24.2267
ENSG00000153406.13	variable	variable	24.2333
ENSG00000128228.4	variable	variable	24.2508
ENSG00000176624.10	variable	variable	24.2796
ENSG00000130038.9	variable	variable	24.2833
ENSG00000006715.15	variable	variable	24.2975
ENSG00000072135.12	variable	variable	24.3254
ENSG00000170037.13	variable	variable	24.3283
ENSG00000164896.19	variable	variable	24.3833
ENSG00000114770.16	variable	variable	24.3908
ENSG00000274523.4	variable	variable	24.4129
ENSG00000162910.18	variable	variable	24.4329
ENSG00000104064.16	variable	variable	24.4462
ENSG00000050130.17	variable	variable	24.4742
ENSG00000156256.14	variable	variable	24.4817
ENSG00000158863.21	variable	variable	24.5375
ENSG00000140545.14	variable	variable	24.5433
ENSG00000136280.15	variable	variable	24.5663
ENSG00000197045.12	variable	variable	24.5925
ENSG00000117543.19	variable	variable	24.6158
ENSG00000177030.16	variable	variable	24.6263
ENSG00000143319.16	variable	variable	24.6579
ENSG00000164105.3	variable	variable	24.6833
ENSG00000092439.13	variable	variable	24.7104
ENSG00000066084.12	variable	variable	24.735
ENSG00000138698.14	variable	variable	24.7688
ENSG00000117640.17	variable	variable	24.7975
ENSG00000244165.1	variable	variable	24.8008
ENSG00000174891.12	variable	variable	24.8246
ENSG00000196961.12	variable	variable	24.8658
ENSG00000162298.16	variable	variable	24.8667
ENSG00000126773.12	variable	variable	24.8875
ENSG00000118762.7	variable	variable	24.9192
ENSG00000261740.6	variable	variable	24.9221
ENSG00000170561.12	variable	variable	24.9292
ENSG00000145365.10	variable	variable	24.9846
ENSG00000115350.11	variable	variable	25.0262
ENSG00000168056.14	variable	variable	25.0337
ENSG00000173992.8	variable	variable	25.11
ENSG00000113360.16	variable	variable	25.1171
ENSG00000162772.16	variable	variable	25.1188
ENSG00000171307.18	variable	variable	25.1463
ENSG00000161980.5	variable	variable	25.1575
ENSG00000214113.10	variable	variable	25.1633
ENSG00000005007.12	variable	variable	25.1704
ENSG00000248333.8	variable	variable	25.1708
ENSG00000135503.12	variable	variable	25.2208
ENSG00000125458.6	variable	variable	25.2233
ENSG00000083444.16	variable	variable	25.2242
ENSG00000197256.10	variable	variable	25.2317
ENSG00000169740.13	variable	variable	25.2638
ENSG00000204389.9	variable	variable	25.265
ENSG00000028839.9	variable	variable	25.2833
ENSG00000242616.3	variable	variable	25.2929
ENSG00000277443.1	variable	variable	25.3058
ENSG00000182095.14	variable	variable	25.3092
ENSG00000272391.5	variable	variable	25.3217
ENSG00000039523.17	variable	variable	25.3267
ENSG00000198546.14	variable	variable	25.3354
ENSG00000185187.12	variable	variable	25.3463
ENSG00000075151.20	variable	variable	25.3721
ENSG00000070367.15	variable	variable	25.4171
ENSG00000135723.13	variable	variable	25.4196
ENSG00000183751.14	variable	variable	25.4442
ENSG00000113583.7	variable	variable	25.4604
ENSG00000136933.16	variable	variable	25.4763
ENSG00000178980.14	variable	variable	25.495
ENSG00000198040.10	variable	variable	25.5367
ENSG00000108773.10	variable	variable	25.55
ENSG00000111752.10	variable	variable	25.5817
ENSG00000025770.18	variable	variable	25.6763
ENSG00000162894.11	variable	variable	25.6933
ENSG00000126768.12	variable	variable	25.6996
ENSG00000153561.12	variable	variable	25.7296
ENSG00000108679.12	variable	variable	25.815
ENSG00000197498.12	variable	variable	25.8367
ENSG00000064012.21	variable	variable	25.8392
ENSG00000197586.12	variable	variable	25.8404
ENSG00000234545.7	variable	variable	25.8454
ENSG00000156928.4	variable	variable	25.8571
ENSG00000130827.6	variable	variable	25.8792
ENSG00000115317.11	variable	variable	25.9175
ENSG00000126858.16	variable	variable	25.9225
ENSG00000168300.13	variable	variable	25.9279
ENSG00000066027.11	variable	variable	25.9296
ENSG00000107819.13	variable	variable	25.9463
ENSG00000177606.6	variable	variable	25.9646
ENSG00000075884.12	variable	variable	25.9879
ENSG00000144118.13	variable	variable	25.9975
ENSG00000185104.19	variable	variable	25.9983
ENSG00000172057.9	variable	variable	26.0196
ENSG00000141858.11	variable	variable	26.0358
ENSG00000131462.7	variable	variable	26.0379
ENSG00000214160.9	variable	variable	26.0404
ENSG00000166886.12	variable	variable	26.0446
ENSG00000156304.14	variable	variable	26.0517
ENSG00000164933.11	variable	variable	26.1425
ENSG00000183020.13	variable	variable	26.2529
ENSG00000117868.15	variable	variable	26.2567
ENSG00000139921.12	variable	variable	26.2717
ENSG00000061936.9	variable	variable	26.2975
ENSG00000139546.10	variable	variable	26.3179
ENSG00000122986.13	variable	variable	26.3187
ENSG00000139624.12	variable	variable	26.3508
ENSG00000103064.13	variable	variable	26.36
ENSG00000008710.17	variable	variable	26.365
ENSG00000115756.12	variable	variable	26.41
ENSG00000129675.15	variable	variable	26.4196
ENSG00000104331.8	variable	variable	26.4575
ENSG00000083168.9	variable	variable	26.5104
ENSG00000163513.17	variable	variable	26.5338
ENSG00000068903.19	variable	variable	26.5417
ENSG00000257923.9	variable	variable	26.5996
ENSG00000005339.13	variable	variable	26.6354
ENSG00000070501.11	variable	variable	26.6533
ENSG00000137337.14	variable	variable	26.6554
ENSG00000198721.12	variable	variable	26.6871
ENSG00000105963.13	variable	variable	26.7167
ENSG00000221829.9	variable	variable	26.7617
ENSG00000030110.12	variable	variable	26.7717
ENSG00000159596.6	variable	variable	26.7729
ENSG00000171792.10	variable	variable	26.7763
ENSG00000160688.18	variable	variable	26.7925
ENSG00000140650.11	variable	variable	26.8517
ENSG00000160803.7	variable	variable	26.8696
ENSG00000119403.13	variable	variable	26.8737
ENSG00000198042.10	variable	variable	26.8825
ENSG00000179085.7	variable	variable	26.9025
ENSG00000153207.14	variable	variable	26.9917
ENSG00000159063.12	variable	variable	27.0025
ENSG00000164039.14	variable	variable	27.0117
ENSG00000135972.8	variable	variable	27.0558
ENSG00000114650.18	variable	variable	27.0725
ENSG00000075336.11	variable	variable	27.0783
ENSG00000104231.10	variable	variable	27.0875
ENSG00000095906.16	variable	variable	27.1196
ENSG00000154359.12	variable	variable	27.1196
ENSG00000125827.8	variable	variable	27.1396
ENSG00000267697.1	variable	variable	27.1492
ENSG00000185864.16	variable	variable	27.2038
ENSG00000117500.12	variable	variable	27.2671
ENSG00000166532.15	variable	variable	27.3183
ENSG00000203812.2	variable	variable	27.33
ENSG00000182511.11	variable	variable	27.3337
ENSG00000139637.13	variable	variable	27.3475
ENSG00000177666.15	variable	variable	27.3671
ENSG00000056972.18	variable	variable	27.3863
ENSG00000153879.8	variable	variable	27.4267
ENSG00000112996.9	variable	variable	27.4654
ENSG00000196313.11	variable	variable	27.4883
ENSG00000110660.14	variable	variable	27.5271
ENSG00000272325.1	variable	variable	27.5804
ENSG00000156136.9	variable	variable	27.5933
ENSG00000074582.12	variable	variable	27.6479
ENSG00000100605.16	variable	variable	27.6504
ENSG00000101577.9	variable	variable	27.6517
ENSG00000106397.11	variable	variable	27.7363
ENSG00000123066.7	variable	variable	27.7412
ENSG00000103994.16	variable	variable	27.7496
ENSG00000166900.14	variable	variable	27.7508
ENSG00000143369.14	variable	variable	27.8204
ENSG00000156273.15	variable	variable	27.825
ENSG00000141378.14	variable	variable	27.8346
ENSG00000166477.12	variable	variable	27.8483
ENSG00000103502.13	variable	variable	27.8546
ENSG00000176102.11	variable	variable	27.8688
ENSG00000132604.10	variable	variable	27.8708
ENSG00000101596.14	variable	variable	27.8746
ENSG00000167797.7	variable	variable	27.8921
ENSG00000137500.9	variable	variable	27.8996
ENSG00000173465.7	variable	variable	27.9304
ENSG00000165689.16	variable	variable	27.9425
ENSG00000091592.15	variable	variable	28.0496
ENSG00000162909.17	variable	variable	28.1229
ENSG00000089639.10	variable	variable	28.1517
ENSG00000077235.17	variable	variable	28.2392
ENSG00000103507.13	variable	variable	28.2396
ENSG00000092964.16	variable	variable	28.2596
ENSG00000159176.13	variable	variable	28.2788
ENSG00000116786.11	variable	variable	28.2846
ENSG00000099290.15	variable	variable	28.305
ENSG00000089159.15	variable	variable	28.3571
ENSG00000124160.11	variable	variable	28.4008
ENSG00000167397.14	variable	variable	28.4038
ENSG00000167258.13	variable	variable	28.4121
ENSG00000142599.17	variable	variable	28.4179
ENSG00000122884.12	variable	variable	28.4192
ENSG00000175220.11	variable	variable	28.4383
ENSG00000136026.13	variable	variable	28.4475
ENSG00000125901.5	variable	variable	28.4733
ENSG00000147251.15	variable	variable	28.4996
ENSG00000105676.13	variable	variable	28.5196
ENSG00000183978.7	variable	variable	28.5263
ENSG00000196498.13	variable	variable	28.5317
ENSG00000242114.5	variable	variable	28.5625
ENSG00000133997.11	variable	variable	28.5671
ENSG00000171522.5	variable	variable	28.6854
ENSG00000138768.14	variable	variable	28.6896
ENSG00000132356.11	variable	variable	28.725
ENSG00000065526.10	variable	variable	28.7354
ENSG00000135090.13	variable	variable	28.7362
ENSG00000120008.15	variable	variable	28.7675
ENSG00000171552.12	variable	variable	28.7704
ENSG00000164134.12	variable	variable	28.7908
ENSG00000126453.9	variable	variable	28.81
ENSG00000173598.13	variable	variable	28.825
ENSG00000155329.11	variable	variable	28.8263
ENSG00000085872.14	variable	variable	28.8304
ENSG00000103415.11	variable	variable	28.8875
ENSG00000100726.14	variable	variable	28.9146
ENSG00000156697.12	variable	variable	28.9212
ENSG00000197780.9	variable	variable	28.9813
ENSG00000145220.13	variable	variable	29.1608
ENSG00000005206.16	variable	variable	29.175
ENSG00000060491.16	variable	variable	29.2104
ENSG00000175197.10	variable	variable	29.2213
ENSG00000080189.14	variable	variable	29.2479
ENSG00000188130.13	variable	variable	29.2833
ENSG00000101391.20	variable	variable	29.3021
ENSG00000085721.12	variable	variable	29.3071
ENSG00000164305.17	variable	variable	29.3117
ENSG00000153936.16	variable	variable	29.3317
ENSG00000156502.13	variable	variable	29.4292
ENSG00000138750.14	variable	variable	29.4296
ENSG00000114745.13	variable	variable	29.4658
ENSG00000005486.16	variable	variable	29.4717
ENSG00000158717.10	variable	variable	29.5229
ENSG00000140688.16	variable	variable	29.5487
ENSG00000108961.13	variable	variable	29.5629
ENSG00000102390.10	variable	variable	29.6113
ENSG00000158089.14	variable	variable	29.6154
ENSG00000187522.13	variable	variable	29.6946
ENSG00000108622.10	variable	variable	29.7737
ENSG00000139620.12	variable	variable	29.805
ENSG00000148362.10	variable	variable	29.8096
ENSG00000165006.13	variable	variable	29.8196
ENSG00000172349.16	variable	variable	29.8417
ENSG00000116698.20	variable	variable	29.8533
ENSG00000005483.19	variable	variable	29.9304
ENSG00000095319.14	variable	variable	29.9317
ENSG00000129197.14	variable	variable	29.9692
ENSG00000113845.9	variable	variable	30.0092
ENSG00000103423.13	variable	variable	30.0208
ENSG00000119638.12	variable	variable	30.1467
ENSG00000172732.11	variable	variable	30.1671
ENSG00000070610.14	variable	variable	30.2046
ENSG00000165526.8	variable	variable	30.2371
ENSG00000156011.16	variable	variable	30.2488
ENSG00000158545.15	variable	variable	30.2787
ENSG00000125844.15	variable	variable	30.28
ENSG00000161091.12	variable	variable	30.2842
ENSG00000068878.14	variable	variable	30.3046
ENSG00000169689.14	variable	variable	30.3187
ENSG00000166347.18	variable	variable	30.3229
ENSG00000106603.17	variable	variable	30.325
ENSG00000133398.3	variable	variable	30.4967
ENSG00000072042.12	variable	variable	30.5208
ENSG00000134602.15	variable	variable	30.5312
ENSG00000042429.10	variable	variable	30.535
ENSG00000131871.14	variable	variable	30.5362
ENSG00000204574.12	variable	variable	30.5404
ENSG00000170855.3	variable	variable	30.5517
ENSG00000149499.11	variable	variable	30.595
ENSG00000101265.15	variable	variable	30.5963
ENSG00000138399.17	variable	variable	30.6808
ENSG00000149269.9	variable	variable	30.7117
ENSG00000175581.13	variable	variable	30.7967
ENSG00000173511.9	variable	variable	30.8833
ENSG00000100075.9	variable	variable	30.8904
ENSG00000144867.11	variable	variable	30.8904
ENSG00000100364.18	variable	variable	30.9621
ENSG00000167721.10	variable	variable	30.9971
ENSG00000055208.17	variable	variable	31.0183
ENSG00000129691.15	variable	variable	31.0262
ENSG00000125686.11	variable	variable	31.0437
ENSG00000152127.8	variable	variable	31.0696
ENSG00000169490.16	variable	variable	31.0804
ENSG00000198961.9	variable	variable	31.1271
ENSG00000156469.8	variable	variable	31.1387
ENSG00000137692.11	variable	variable	31.1508
ENSG00000085788.13	variable	variable	31.1892
ENSG00000149657.19	variable	variable	31.2379
ENSG00000280071.3	variable	variable	31.2729
ENSG00000116752.5	variable	variable	31.2933
ENSG00000161217.11	variable	variable	31.2946
ENSG00000123297.17	variable	variable	31.3025
ENSG00000151500.14	variable	variable	31.3512
ENSG00000186480.12	variable	variable	31.3754
ENSG00000123064.12	variable	variable	31.535
ENSG00000120738.7	variable	variable	31.5729
ENSG00000103479.14	variable	variable	31.6746
ENSG00000168827.14	variable	variable	31.7075
ENSG00000113580.14	variable	variable	31.7313
ENSG00000163219.11	variable	variable	31.7725
ENSG00000132591.11	variable	variable	31.8688
ENSG00000063241.7	variable	variable	31.9175
ENSG00000160087.20	variable	variable	31.9183
ENSG00000006194.9	variable	variable	31.9213
ENSG00000133731.9	variable	variable	32.0267
ENSG00000166801.15	variable	variable	32.0513
ENSG00000163946.13	variable	variable	32.0875
ENSG00000115355.15	variable	variable	32.1054
ENSG00000089154.10	variable	variable	32.1071
ENSG00000136451.8	variable	variable	32.1333
ENSG00000159069.13	variable	variable	32.1875
ENSG00000112651.11	variable	variable	32.19
ENSG00000109320.11	variable	variable	32.1996
ENSG00000155254.12	variable	variable	32.2538
ENSG00000159023.18	variable	variable	32.3221
ENSG00000125755.18	variable	variable	32.3338
ENSG00000174173.6	variable	variable	32.3583
ENSG00000140750.16	variable	variable	32.3592
ENSG00000160783.19	variable	variable	32.3946
ENSG00000204371.11	variable	variable	32.3946
ENSG00000130522.5	variable	variable	32.4204
ENSG00000055483.19	variable	variable	32.5337
ENSG00000171700.13	variable	variable	32.5429
ENSG00000068724.15	variable	variable	32.6371
ENSG00000078142.11	variable	variable	32.6421
ENSG00000170876.7	variable	variable	32.6558
ENSG00000107521.18	variable	variable	32.6671
ENSG00000169592.14	variable	variable	32.6696
ENSG00000198301.11	variable	variable	32.6867
ENSG00000172432.18	variable	variable	32.7437
ENSG00000198522.13	variable	variable	32.7658
ENSG00000068028.17	variable	variable	32.7933
ENSG00000174718.11	variable	variable	32.835
ENSG00000138246.15	variable	variable	32.8971
ENSG00000099821.13	variable	variable	32.9625
ENSG00000008282.8	variable	variable	33.0071
ENSG00000143198.12	variable	variable	33.095
ENSG00000065357.19	variable	variable	33.1154
ENSG00000166946.13	variable	variable	33.1975
ENSG00000028310.17	variable	variable	33.2196
ENSG00000087157.18	variable	variable	33.2408
ENSG00000106305.9	variable	variable	33.2425
ENSG00000103168.16	variable	variable	33.2671
ENSG00000168175.14	variable	variable	33.2688
ENSG00000137288.9	variable	variable	33.2846
ENSG00000168275.14	variable	variable	33.2925
ENSG00000086065.13	variable	variable	33.3192
ENSG00000164535.14	variable	variable	33.3325
ENSG00000104886.9	variable	variable	33.3375
ENSG00000171497.4	variable	variable	33.3529
ENSG00000122786.19	variable	variable	33.3575
ENSG00000163319.10	variable	variable	33.3979
ENSG00000182179.10	variable	variable	33.4167
ENSG00000119812.18	variable	variable	33.4358
ENSG00000105939.12	variable	variable	33.4375
ENSG00000118418.14	variable	variable	33.535
ENSG00000100347.14	variable	variable	33.5663
ENSG00000126254.11	variable	variable	33.605
ENSG00000125459.14	variable	variable	33.6121
ENSG00000155363.18	variable	variable	33.69
ENSG00000180900.16	variable	variable	33.7662
ENSG00000117505.12	variable	variable	33.8292
ENSG00000181991.15	variable	variable	33.8696
ENSG00000182162.10	variable	variable	33.8758
ENSG00000113161.15	variable	variable	33.8842
ENSG00000105671.11	variable	variable	33.925
ENSG00000189306.10	variable	variable	34.0063
ENSG00000075618.17	variable	variable	34.0675
ENSG00000104980.7	variable	variable	34.1254
ENSG00000125868.15	variable	variable	34.2017
ENSG00000131116.11	variable	variable	34.2442
ENSG00000103005.11	variable	variable	34.2771
ENSG00000169021.5	variable	variable	34.2842
ENSG00000184182.18	variable	variable	34.3342
ENSG00000164758.7	variable	variable	34.3421
ENSG00000100575.13	variable	variable	34.3546
ENSG00000171202.6	variable	variable	34.3771
ENSG00000114030.12	variable	variable	34.405
ENSG00000094631.18	variable	variable	34.4142
ENSG00000049541.10	variable	variable	34.4992
ENSG00000148688.13	variable	variable	34.5704
ENSG00000149823.7	variable	variable	34.625
ENSG00000120254.15	variable	variable	34.6942
ENSG00000132522.15	variable	variable	34.7083
ENSG00000132323.8	variable	variable	34.7392
ENSG00000164961.15	variable	variable	34.8158
ENSG00000124383.8	variable	variable	34.82
ENSG00000071859.14	variable	variable	34.8533
ENSG00000136699.19	variable	variable	34.8888
ENSG00000170310.14	variable	variable	34.9229
ENSG00000081320.10	variable	variable	35.0367
ENSG00000198818.9	variable	variable	35.0421
ENSG00000179889.18	variable	variable	35.0546
ENSG00000173209.22	variable	variable	35.1142
ENSG00000117859.18	variable	variable	35.1367
ENSG00000139233.6	variable	variable	35.1433
ENSG00000041802.10	variable	variable	35.1646
ENSG00000127947.15	variable	variable	35.175
ENSG00000169032.9	variable	variable	35.2446
ENSG00000141349.8	variable	variable	35.2783
ENSG00000106829.18	variable	variable	35.2912
ENSG00000172081.13	variable	variable	35.2929
ENSG00000185728.16	variable	variable	35.3621
ENSG00000071655.17	variable	variable	35.3783
ENSG00000100889.11	variable	variable	35.3996
ENSG00000135720.12	variable	variable	35.4071
ENSG00000107371.12	variable	variable	35.4296
ENSG00000090924.14	variable	variable	35.4608
ENSG00000129534.13	variable	variable	35.4658
ENSG00000266094.6	variable	variable	35.5229
ENSG00000170291.14	variable	variable	35.5329
ENSG00000127445.13	variable	variable	35.5554
ENSG00000131378.13	variable	variable	35.5883
ENSG00000076641.4	variable	variable	35.6071
ENSG00000110200.8	variable	variable	35.6679
ENSG00000136045.11	variable	variable	35.7112
ENSG00000169738.7	variable	variable	35.7779
ENSG00000159086.14	variable	variable	35.8283
ENSG00000215845.10	variable	variable	35.8542
ENSG00000165264.10	variable	variable	35.9592
ENSG00000101194.17	variable	variable	36.0075
ENSG00000035687.9	variable	variable	36.0317
ENSG00000105953.14	variable	variable	36.0425
ENSG00000068438.14	variable	variable	36.1058
ENSG00000100445.16	variable	variable	36.1317
ENSG00000143624.13	variable	variable	36.1463
ENSG00000105821.14	variable	variable	36.1554
ENSG00000164182.10	variable	variable	36.19
ENSG00000090263.15	variable	variable	36.2196
ENSG00000152240.12	variable	variable	36.2825
ENSG00000174744.13	variable	variable	36.3062
ENSG00000254986.7	variable	variable	36.3287
ENSG00000273899.4	variable	variable	36.3567
ENSG00000075914.12	variable	variable	36.3888
ENSG00000148730.6	variable	variable	36.4271
ENSG00000132589.15	variable	variable	36.4558
ENSG00000124789.11	variable	variable	36.5717
ENSG00000169228.13	variable	variable	36.5975
ENSG00000112972.14	variable	variable	36.6467
ENSG00000102316.16	variable	variable	36.6958
ENSG00000001167.14	variable	variable	36.6983
ENSG00000111615.12	variable	variable	36.7188
ENSG00000142396.10	variable	variable	36.7767
ENSG00000198876.12	variable	variable	36.8554
ENSG00000173486.12	variable	variable	36.8671
ENSG00000116918.13	variable	variable	36.8804
ENSG00000103490.13	variable	variable	37.0133
ENSG00000130202.9	variable	variable	37.0504
ENSG00000111667.13	variable	variable	37.0954
ENSG00000146828.17	variable	variable	37.1567
ENSG00000232119.7	variable	variable	37.1604
ENSG00000007923.15	variable	variable	37.2037
ENSG00000176386.8	variable	variable	37.2071
ENSG00000100092.20	variable	variable	37.2421
ENSG00000133275.15	variable	variable	37.3121
ENSG00000111832.12	variable	variable	37.3246
ENSG00000134759.13	variable	variable	37.3279
ENSG00000133884.9	variable	variable	37.3542
ENSG00000153922.10	variable	variable	37.3975
ENSG00000143013.12	variable	variable	37.4075
ENSG00000171421.12	variable	variable	37.4137
ENSG00000163605.14	variable	variable	37.4196
ENSG00000114062.17	variable	variable	37.4246
ENSG00000161981.10	variable	variable	37.4404
ENSG00000185811.16	variable	variable	37.4579
ENSG00000182670.13	variable	variable	37.4896
ENSG00000124541.6	variable	variable	37.5175
ENSG00000165233.17	variable	variable	37.5846
ENSG00000126226.21	variable	variable	37.5879
ENSG00000087269.15	variable	variable	37.6175
ENSG00000107281.9	variable	variable	37.6871
ENSG00000132471.11	variable	variable	37.7458
ENSG00000102241.11	variable	variable	37.7608
ENSG00000204713.10	variable	variable	37.7871
ENSG00000198911.11	variable	variable	37.8617
ENSG00000171456.16	variable	variable	37.9008
ENSG00000141994.15	variable	variable	37.9083
ENSG00000114120.11	variable	variable	37.9133
ENSG00000176853.15	variable	variable	37.9283
ENSG00000051596.9	variable	variable	38.0087
ENSG00000117713.17	variable	variable	38.0121
ENSG00000145494.11	variable	variable	38.0242
ENSG00000164880.15	variable	variable	38.08
ENSG00000168005.8	variable	variable	38.1521
ENSG00000167491.17	variable	variable	38.375
ENSG00000015475.18	variable	variable	38.3842
ENSG00000163918.10	variable	variable	38.4283
ENSG00000136161.12	variable	variable	38.4508
ENSG00000169692.12	variable	variable	38.5992
ENSG00000150779.11	variable	variable	38.6058
ENSG00000147526.19	variable	variable	38.6817
ENSG00000135905.18	variable	variable	38.7013
ENSG00000180992.6	variable	variable	38.7025
ENSG00000105404.10	variable	variable	38.7521
ENSG00000148840.10	variable	variable	38.7896
ENSG00000038382.17	variable	variable	38.8046
ENSG00000072849.10	variable	variable	38.8104
ENSG00000062598.17	variable	variable	38.8271
ENSG00000262246.5	variable	variable	38.9054
ENSG00000106344.8	variable	variable	38.9362
ENSG00000198952.8	variable	variable	38.9596
ENSG00000149485.16	variable	variable	38.9771
ENSG00000117748.9	variable	variable	39.0167
ENSG00000153774.8	variable	variable	39.0204
ENSG00000100359.20	variable	variable	39.0208
ENSG00000105258.8	variable	variable	39.0479
ENSG00000108592.16	variable	variable	39.0942
ENSG00000221968.8	variable	variable	39.1421
